1 1 1 27361.00000000
3 3 1 38909.00000000
4 4 2 43640.00000000
5 5 2 66754.00000000
6 6 2 90328.00000000
7 7 3 118720.00000000
8 8 4 112229.00000000
9 9 4 239520.00000000
10 10 4 226891.00000000
11 11 5 297633.00000000
12 12 5 254645.00000000
13 13 5 280582.00000000
14 14 5 353582.00000000
15 15 7 469282.00000000
16 16 7 516259.00000000
17 17 8 769300.00000000
18 18 8 1011832.00000000
19 19 9 1087954.00000000
20 20 8 1209670.00000000
21 21 8 1267858.00000000
22 22 9 1326714.00000000
23 23 10 1277553.00000000
24 24 10 1867750.00000000
25 25 12 1407496.00000000
26 26 10 1624624.00000000
27 27 13 1709641.00000000
28 28 13 2113919.00000000
29 29 12 2247980.00000000
30 30 14 2460777.00000000
31 31 13 2749208.00000000
32 32 15 3794892.00000000
33 33 14 4073746.00000000
34 34 15 5283755.00000000
35 35 17 4056714.00000000
36 36 16 4954353.00000000
37 37 15 5633805.00000000
38 38 16 5462085.00000000
39 39 16 5125399.00000000
40 40 17 9198208.00000000
41 41 18 7144105.00000000
42 42 17 7270197.00000000
43 43 19 8380440.00000000
44 44 19 13746350.00000000
45 45 20 15747045.00000000
46 46 17 11661212.00000000
47 47 20 11182154.00000000
48 48 20 15962410.00000000
49 49 21 11577933.00000000
50 50 21 12177633.00000000
51 51 23 18727762.00000000
52 52 23 16656934.00000000
53 53 22 15225748.00000000
54 54 22 18700711.00000000
55 55 23 21238275.00000000
56 56 25 31887240.00000000
57 57 26 23843748.00000000
58 58 24 25953700.00000000
59 59 24 25942680.00000000
60 60 27 29682143.00000000
61 61 25 32321480.00000000
62 62 26 31910059.00000000
63 63 28 31377877.00000000
64 64 29 33482005.00000000
65 65 27 41832332.00000000
66 66 29 48234020.00000000
67 67 29 49273434.00000000
68 68 31 46543052.00000000
69 69 29 43823035.00000000
70 70 30 50862404.00000000
71 71 29 56307152.00000000
72 72 30 56374720.00000000
73 73 32 61182606.00000000
74 74 33 61656663.00000000
75 75 32 62026907.00000000
76 76 31 76622513.00000000
77 77 34 65554148.00000000
78 78 32 88721994.00000000
79 79 35 74750113.00000000
80 80 34 81271086.00000000
81 81 36 95358598.00000000
82 82 33 85503033.00000000
83 83 36 91895185.00000000
84 84 38 92111659.00000000
85 85 37 91068790.00000000
86 86 38 104678843.00000000
87 87 38 103101543.00000000
88 88 38 103042586.00000000
89 89 38 126749435.00000000
90 90 37 124440332.00000000
91 91 40 127198515.00000000
92 92 39 147555324.00000000
93 93 40 134476019.00000000
94 94 39 130752606.00000000
95 95 39 140117473.00000000
96 96 44 155578987.00000000
97 97 43 173419803.00000000
98 98 44 152974717.00000000
99 99 42 167996056.00000000
100 100 46 166923970.00000000
